DateOfIssuance,PointofOrigin,CountryCodeOfIssue,CouponNumber] ,CurrentCouponStatus,BookingClass,SoldBookingClass,SoldOperatingCabinClass,TripOD,OnlineOD,Sector,DepartureDate,DaysBeforeMonthEnd,OperatingCarrierCode,OperatingFlightNumber,DepartureDateTime,ArrivalDateTime,OperatingCabinClass,TripOD_DepartureDate,TripOD_Path,TripOD_Coupons,TripOD_FlightSequence,TripOD_CouponStatus,TripOD_OperatingCabinClass,TripOD_BookingClass,OnlineOD_DepartureDate,OnlineOD_Path,OnlineOD_Coupons,OnlineOD_FlightSequence,OnlineOD_CouponStatus,OnlineOD_OperatingCabinClass,OnlineOD_BookingClass,is_nonstop,PaxCount,NetRevenue,NetFare,Group/Individual,Age,Gender,Unique Identifier,Channel
10/20/26,PH,PH,18054,Ticketed,V,V,Economy,MNLOGG,MNLHNL,MNLHNL,12/6/26,23,PR,PR100,12/6/26 04:30:00,11:45:00,Economy/V,12/6/26 04:30:00,MNLHNLOGG,18054,PR100-HA208,Ticketed,Economy/V,V,12/6/26 04:30:00,MNLHNL,18054,PR100,Ticketed,Economy/V,V,1,1,779$,670$,Individual,40,Male,66,Mobile App
5/10/27,PH,PH,18008,Ticketed,X,X,Economy,DVOSFO,DVOSFO,DVOMNL,9/27/27,27,2P,2P2814,9/27/27 05:00:00,17:45:00,Economy/X,9/27/27 05:00:00,DVOMNLSFO,18008,2P2814-PR104,Ticketed,Economy/X,X,9/27/27 05:00:00,DVOMNLSFO,18008,2P2814-PR104,Ticketed,Economy/X,X,0,1,1382$,1213$,Individual,41,Female,67,Website
4/21/27,US,PH,17964,Ticketed,Y,Y,Economy,BOSMNL,LAXMNL,LAXMNL,10/14/27,25,PR,PR103,10/14/27 20:15:00,10/15/27 08:15:00,Economy/Y,10/14/27 20:15:00,BOSLAXMNL,17964,PR103-B6887,Ticketed,Economy/Y,Y,10/14/27 20:15:00,LAXMNL,17964,PR103,Ticketed,Economy/Y,Y,1,1,948$,887$,Group,70,Female,68,Mobile App
11/11/24,PH,PH,17240,Flown,X,X,Economy,MNLBOS,MNLLAX,MNLLAX,3/9/25,10,PR,PR102,3/9/25 04:00:00,18:15:00,Economy/X,3/9/25 04:00:00,MNLLAXBOS,17240,PR102-B6888,Flown,Economy/X,X,3/9/25 04:00:00,MNLLAX,17240,PR102,Flown,Economy/X,X,1,1,768$,728$,Individual,29,Male,69,Website
4/15/27,PH,PH,18068,Ticketed,K,K,Economy,DVOLAX,DVOLAX,MNLLAX,9/23/27,14,PR,PR102,9/23/27 10:15:00,9/24/27 02:45:00,Economy/K,9/23/27 10:15:00,DVOMNLLAX,18068,2P2814-PR102,Ticketed,Economy/K,K,9/23/27 10:15:00,DVOMNLLAX,18068,2P2814-PR102,Ticketed,Economy/K,K,0,1,1241$,1075$,Group,50,Male,70,Website
6/24/27,PH,PH,17799,Ticketed,N,N,Premium Economy,MNLAUS,MNLSFO,MNLSFO,10/15/27,16,PR,PR104,10/15/27 01:45:00,13:15:00,Premium Economy/N,10/15/27 01:45:00,MNLSFOAUS,17799,PR104-B6652,Ticketed,Premium Economy/N,N,10/15/27 01:45:00,MNLSFO,17799,PR104,Ticketed,Premium Economy/N,N,1,1,1915$,1746$,Group,56,Female,71,OTA
12/18/25,PH,PH,16680,Flown,D,D,Business,MNLMIA,MNLLAX,MNLLAX,1/15/26,9,PR,PR112,1/15/26 13:15:00,1/16/26 03:15:00,Business/D,1/15/26 13:15:00,MNLLAXMIA,16680,PR112-AA1082,Flown,Business/D,D,1/15/26 13:15:00,MNLLAX,16680,PR112,Flown,Business/D,D,1,1,4987$,4641$,Group,45,Female,72,Website
3/27/27,PH,PH,18015,Ticketed,C,C,Business,MNLKOA,MNLHNL,MNLHNL,6/12/27,7,PR,PR100,6/12/27 01:00:00,08:30:00,Business/C,6/12/27 01:00:00,MNLHNLKOA,18015,PR100-HA148,Ticketed,Business/C,C,6/12/27 01:00:00,MNLHNL,18015,PR100,Ticketed,Business/C,C,1,1,3717$,3302$,Individual,51,Male,73,GDS
8/28/26,PH,PH,17585,Ticketed,O,O,Economy,MNLKOA,MNLHNL,MNLHNL,12/29/26,18,PR,PR100,12/29/26 10:00:00,18:45:00,Economy/O,12/29/26 10:00:00,MNLHNLKOA,17585,PR100-HA148,Ticketed,Economy/O,O,12/29/26 10:00:00,MNLHNL,17585,PR100,Ticketed,Economy/O,O,1,1,809$,703$,Group,32,Male,74,OTA
9/1/26,PH,PH,18051,Ticketed,L,L,Economy,MNLOGG,MNLHNL,MNLHNL,2/2/27,24,PR,PR100,2/2/27 05:15:00,11:00:00,Economy/L,2/2/27 05:15:00,MNLHNLOGG,18051,PR100-HA208,Ticketed,Economy/L,L,2/2/27 05:15:00,MNLHNL,18051,PR100,Ticketed,Economy/L,L,1,1,555$,511$,Individual,57,Female,75,Website
9/15/25,PH,PH,16559,Flown,D,D,Business,BCDSIN,BCDSIN,BCDMNL,10/31/25,9,2P,2P2842,10/31/25 10:00:00,14:15:00,Business/D,10/31/25 10:00:00,BCDMNLSIN,16559,2P2842-PR507,Flown,Business/D,D,10/31/25 10:00:00,BCDMNLSIN,16559,2P2842-PR507,Flown,Business/D,D,0,1,906$,811$,Individual,27,Male,76,OTA
10/24/26,PH,PH,17644,Ticketed,J,J,Business,BCDSIN,BCDSIN,BCDMNL,2/2/27,11,2P,2P2842,2/2/27 13:15:00,17:15:00,Business/J,2/2/27 13:15:00,BCDMNLSIN,17644,2P2842-PR507,Ticketed,Business/J,J,2/2/27 13:15:00,BCDMNLSIN,17644,2P2842-PR507,Ticketed,Business/J,J,0,1,1824$,1731$,Group,43,Female,77,Ticket Office
10/4/25,PH,PH,16657,Ticketed,O,O,Economy,MNLDCA,MNLJFK,MNLJFK,1/1/26,5,PR,PR126,1/1/26 08:00:00,23:30:00,Economy/O,1/1/26 08:00:00,MNLJKFDCA,16657,PR126-AA2101,Ticketed,Economy/O,O,1/1/26 08:00:00,MNLJFK,16657,PR126,Ticketed,Economy/O,O,1,1,757$,695$,Group,20,Male,78,Website
3/19/27,PH,PH,17686,Ticketed,K,K,Economy,MNLICN,MNLICN,MNLICN,4/12/27,13,PR,PR468,4/12/27 04:45:00,08:00:00,Economy/K,4/12/27 04:45:00,MNLICN,17686,PR468,Ticketed,Economy/K,K,4/12/27 04:45:00,MNLICN,17686,PR468,Ticketed,Economy/K,K,1,1,256$,231$,Group,38,Male,79,Website
3/2/25,PH,PH,16832,Flown,B,B,Economy,MNLSIN,MNLSIN,MNLSIN,3/18/25,9,PR,PR507,3/18/25 15:15:00,17:45:00,Economy/B,3/18/25 15:15:00,MNLSIN,16832,PR507,Flown,Economy/B,B,3/18/25 15:15:00,MNLSIN,16832,PR507,Flown,Economy/B,B,1,1,398$,341$,Group,38,Female,80,Website
6/25/26,PH,PH,17614,Ticketed,V,V,Economy,MNLYUL,MNLYVR,MNLYVR,10/21/26,31,PR,PR116,10/21/26 05:15:00,18:00:00,Economy/V,10/21/26 05:15:00,MNLYVRYUL,17614,PR116-WS542,Ticketed,Economy/V,V,10/21/26 05:15:00,MNLYVR,17614,PR116,Ticketed,Economy/V,V,1,1,1487$,1396$,Individual,48,Female,81,Website
12/22/25,PH,PH,16904,Flown,N,N,Premium Economy,MNLLAS,MNLLAX,MNLLAX,2/18/26,19,PR,PR102,2/18/26 05:15:00,21:15:00,Premium Economy/N,2/18/26 05:15:00,MNLLAXLAS,16904,PR102-AA412,Flown,Premium Economy/N,N,2/18/26 05:15:00,MNLLAX,16904,PR102,Flown,Premium Economy/N,N,1,1,2481$,2333$,Group,44,Female,82,Website
6/24/27,PH,PH,17725,Ticketed,E,E,Economy,MNLYYC,MNLYVR,MNLYVR,9/3/27,4,PR,PR116,9/3/27 20:45:00,9/4/27 12:30:00,Economy/E,9/3/27 20:45:00,MNLYVRYYC,17725,PR116-WS124,Ticketed,Economy/E,E,9/3/27 20:45:00,MNLYVR,17725,PR116,Ticketed,Economy/E,E,1,1,1410$,1347$,Individual,36,Male,83,Website
11/11/24,PH,PH,17075,Flown,K,K,Economy,MNLSFO,MNLSFO,MNLSFO,1/7/25,30,PR,PR104,1/7/25 08:30:00,20:00:00,Economy/K,1/7/25 08:30:00,MNLSFO,17075,PR104,Flown,Economy/K,K,1/7/25 08:30:00,MNLSFO,17075,PR104,Flown,Economy/K,K,1,1,1351$,1216$,Individual,38,Male,84,OTA
12/2/25,PH,PH,16777,Flown,Y,Y,Economy,MNLFUK,MNLHND,MNLHND,3/5/26,22,PR,PR422,3/5/26 20:00:00,22:15:00,Economy/Y,3/5/26 20:00:00,MNLHNDFUK,16777,PR422-NH243,Flown,Economy/Y,Y,3/5/26 20:00:00,MNLHND,16777,PR422,Flown,Economy/Y,Y,1,1,383$,361$,Group,24,Female,85,OTA
6/9/25,PH,PH,17197,Flown,X,X,Economy,MNLHND,MNLHND,MNLHND,8/13/25,2,PR,PR422,8/13/25 08:00:00,10:00:00,Economy/X,8/13/25 08:00:00,MNLHND,17197,PR422,Flown,Economy/X,X,8/13/25 08:00:00,MNLHND,17197,PR422,Flown,Economy/X,X,1,1,547$,484$,Individual,58,Male,86,Ticket Office
10/5/26,PH,PH,17372,Ticketed,Q,Q,Economy,CEBBOS,CEBLAX,MNLLAX,1/9/27,5,PR,PR102,1/9/27 15:30:00,1/10/27 07:45:00,Economy/Q,1/9/27 15:30:00,CEBMNLLAXBOS,17372,2P2812-PR102-B6888,Ticketed,Economy/Q,Q,1/9/27 15:30:00,CEBMNLLAX,17372,2P2812-PR102,Ticketed,Economy/Q,Q,0,1,1310$,1192$,Individual,43,Female,87,Website
10/18/24,PH,PH,16626,Flown,Y,Y,Economy,MNLLAS,MNLLAX,MNLLAX,2/13/25,19,PR,PR102,2/13/25 04:30:00,20:15:00,Economy/Y,2/13/25 04:30:00,MNLLAXLAS,16626,PR102-AA412,Flown,Economy/Y,Y,2/13/25 04:30:00,MNLLAX,16626,PR102,Flown,Economy/Y,Y,1,1,1212$,1064$,Individual,16,Male,88,Mobile App
11/28/26,PH,PH,17573,Ticketed,T,T,Economy,MNLFUK,MNLHND,MNLHND,4/9/27,19,PR,PR422,4/9/27 05:15:00,08:00:00,Economy/T,4/9/27 05:15:00,MNLHNDFUK,17573,PR422-NH243,Ticketed,Economy/T,T,4/9/27 05:15:00,MNLHND,17573,PR422,Ticketed,Economy/T,T,1,1,330$,316$,Individual,37,Female,89,OTA
7/15/27,PH,PH,18074,Ticketed,S,S,Economy,MNLKIX,MNLKIX,MNLKIX,11/30/27,22,PR,PR412,11/30/27 13:15:00,17:45:00,Economy/S,11/30/27 13:15:00,MNLKIX,18074,PR412,Ticketed,Economy/S,S,11/30/27 13:15:00,MNLKIX,18074,PR412,Ticketed,Economy/S,S,1,1,413$,383$,Group,9,Female,90,Website
7/13/25,PH,PH,16629,Flown,C,C,Business,MNLDOH,MNLDOH,MNLDOH,12/26/25,9,PR,PR684,12/26/25 05:15:00,10:30:00,Business/C,12/26/25 05:15:00,MNLDOH,16629,PR684,Flown,Business/C,C,12/26/25 05:15:00,MNLDOH,16629,PR684,Flown,Business/C,C,1,1,2345$,2204$,Group,32,Male,91,Website
3/6/25,PH,PH,16514,Ticketed,Q,Q,Economy,MNLHKG,MNLHKG,MNLHKG,3/24/25,13,PR,PR300,3/24/25 22:00:00,3/25/25 02:15:00,Economy/Q,3/24/25 22:00:00,MNLHKG,16514,PR300,Ticketed,Economy/Q,Q,3/24/25 22:00:00,MNLHKG,16514,PR300,Ticketed,Economy/Q,Q,1,1,282$,241$,Group,59,Female,92,OTA
7/18/26,PH,PH,17654,Ticketed,H,H,Economy,MNLFUK,MNLHND,MNLHND,11/27/26,22,PR,PR422,11/27/26 22:30:00,11/28/26 01:30:00,Economy/H,11/27/26 22:30:00,MNLHNDFUK,17654,PR422-NH243,Ticketed,Economy/H,H,11/27/26 22:30:00,MNLHND,17654,PR422,Ticketed,Economy/H,H,1,1,434$,391$,Group,42,Male,93,Website
1/5/26,PH,PH,16898,Flown,C,C,Business,MNLDCA,MNLJFK,MNLJFK,6/28/26,10,PR,PR126,6/28/26 01:15:00,13:45:00,Business/C,6/28/26 01:15:00,MNLJKFDCA,16898,PR126-AA2101,Flown,Business/C,C,6/28/26 01:15:00,MNLJFK,16898,PR126,Flown,Business/C,C,1,1,3508$,3328$,Group,59,Female,94,Mobile App
7/29/27,PH,PH,18039,Ticketed,M,M,Economy,MNLNRT,MNLNRT,MNLNRT,9/5/27,30,PR,PR428,9/5/27 13:30:00,16:45:00,Economy/M,9/5/27 13:30:00,MNLNRT,18039,PR428,Ticketed,Economy/M,M,9/5/27 13:30:00,MNLNRT,18039,PR428,Ticketed,Economy/M,M,1,1,397$,377$,Group,59,Female,95,GDS
11/12/25,PH,PH,16534,Flown,X,X,Economy,MNLMIA,MNLLAX,MNLLAX,3/23/26,9,PR,PR112,3/23/26 04:45:00,20:00:00,Economy/X,3/23/26 04:45:00,MNLLAXMIA,16534,PR112-AA1082,Flown,Economy/X,X,3/23/26 04:45:00,MNLLAX,16534,PR112,Flown,Economy/X,X,1,1,791$,695$,Group,65,Female,96,Website
2/1/25,PH,PH,16943,Flown,T,T,Economy,MNLDOH,MNLDOH,MNLDOH,3/18/25,14,PR,PR684,3/18/25 20:00:00,3/19/25 04:00:00,Economy/T,3/18/25 20:00:00,MNLDOH,16943,PR684,Flown,Economy/T,T,3/18/25 20:00:00,MNLDOH,16943,PR684,Flown,Economy/T,T,1,1,661$,592$,Individual,47,Female,97,Website
12/28/25,PH,PH,16559,Flown,E,E,Economy,CEBORD,CEBSFO,CEBMNL,5/3/26,8,2P,2P2812,5/3/26 18:00:00,5/4/26 05:30:00,Economy/E,5/3/26 18:00:00,CEBMNLSFOORD,16559,2P2812-PR104-AA1255,Flown,Economy/E,E,5/3/26 18:00:00,CEBMNLSFO,16559,2P2812-PR104,Flown,Economy/E,E,0,1,973$,899$,Group,32,Male,98,OTA
7/15/25,PH,PH,16644,Exchanged,E,E,Economy,MNLSUB,MNLCGK,MNLCGK,11/13/25,15,PR,PR535,11/13/25 08:30:00,13:15:00,Economy/E,11/13/25 08:30:00,MNLCGKSUB,16644,PR535-GA314,Exchanged,Economy/E,E,11/13/25 08:30:00,MNLCGK,16644,PR535,Exchanged,Economy/E,E,1,1,372$,324$,Individual,37,Female,99,Mobile App
7/28/27,PH,PH,17673,Ticketed,M,M,Economy,MNLICN,MNLICN,MNLICN,10/27/27,4,PR,PR468,10/27/27 13:45:00,18:15:00,Economy/M,10/27/27 13:45:00,MNLICN,17673,PR468,Ticketed,Economy/M,M,10/27/27 13:45:00,MNLICN,17673,PR468,Ticketed,Economy/M,M,1,1,298$,270$,Group,23,Female,100,Website
12/9/24,PH,PH,16607,Flown,C,C,Business,MNLOGG,MNLHNL,MNLHNL,2/3/25,4,PR,PR100,2/3/25 18:45:00,2/4/25 01:15:00,Business/C,2/3/25 18:45:00,MNLHNLOGG,16607,PR100-HA208,Flown,Business/C,C,2/3/25 18:45:00,MNLHNL,16607,PR100,Flown,Business/C,C,1,1,3496$,3204$,Group,30,Male,101,GDS
7/27/25,US,US,16744,Flown,L,L,Economy,LAXMNL,LAXMNL,LAXMNL,10/9/25,30,PR,PR103,10/9/25 01:45:00,13:45:00,Economy/L,10/9/25 01:45:00,LAXMNL,16744,PR103,Flown,Economy/L,L,10/9/25 01:45:00,LAXMNL,16744,PR103,Flown,Economy/L,L,1,1,832$,748$,Group,34,Male,102,Website
8/1/27,PH,PH,18016,Ticketed,T,T,Economy,DVOLAX,DVOLAX,DVOMNL,9/20/27,9,2P,2P2814,9/20/27 08:30:00,19:45:00,Economy/T,9/20/27 08:30:00,DVOMNLLAX,18016,2P2814-PR102,Ticketed,Economy/T,T,9/20/27 08:30:00,DVOMNLLAX,18016,2P2814-PR102,Ticketed,Economy/T,T,0,1,1121$,1061$,Group,47,Male,103,OTA
8/17/27,PH,PH,17538,Ticketed,Q,Q,Economy,MNLHND,MNLHND,MNLHND,11/1/27,5,PR,PR422,11/1/27 08:45:00,13:30:00,Economy/Q,11/1/27 08:45:00,MNLHND,17538,PR422,Ticketed,Economy/Q,Q,11/1/27 08:45:00,MNLHND,17538,PR422,Ticketed,Economy/Q,Q,1,1,525$,487$,Individual,34,Male,104,OTA
3/27/27,KR,KR,17626,Ticketed,B,B,Economy,ICNMNL,ICNMNL,ICNMNL,7/14/27,5,PR,PR467,7/14/27 18:45:00,23:15:00,Economy/B,7/14/27 18:45:00,ICNMNL,17626,PR467,Ticketed,Economy/B,B,7/14/27 18:45:00,ICNMNL,17626,PR467,Ticketed,Economy/B,B,1,1,333$,305$,Group,51,Female,105,Mobile App
12/18/25,PH,PH,17256,Ticketed,V,V,Economy,MNLNRT,MNLNRT,MNLNRT,3/2/26,5,PR,PR428,3/2/26 05:45:00,10:30:00,Economy/V,3/2/26 05:45:00,MNLNRT,17256,PR428,Ticketed,Economy/V,V,3/2/26 05:45:00,MNLNRT,17256,PR428,Ticketed,Economy/V,V,1,1,539$,480$,Individual,33,Female,106,Website
9/15/24,AE,PH,16706,Flown,C,C,Business,DXBMNL,DXBMNL,DXBMNL,2/8/25,15,PR,PR659,2/8/25 22:00:00,2/9/25 05:30:00,Business/C,2/8/25 22:00:00,DXBMNL,16706,PR659,Flown,Business/C,C,2/8/25 22:00:00,DXBMNL,16706,PR659,Flown,Business/C,C,1,1,3474$,3113$,Individual,45,Male,107,Mobile App
3/23/25,PH,PH,16981,Flown,H,H,Economy,DVOSFO,DVOSFO,MNLSFO,6/28/25,13,PR,PR104,6/28/25 13:00:00,6/29/25 04:30:00,Economy/H,6/28/25 13:00:00,DVOMNLSFO,16981,2P2814-PR104,Flown,Economy/H,H,6/28/25 13:00:00,DVOMNLSFO,16981,2P2814-PR104,Flown,Economy/H,H,0,1,976$,878$,Group,36,Male,108,Website
6/22/27,PH,PH,18024,Ticketed,K,K,Economy,MNLKOA,MNLHNL,MNLHNL,7/18/27,8,PR,PR100,7/18/27 18:15:00,7/19/27 04:00:00,Economy/K,7/18/27 18:15:00,MNLHNLKOA,18024,PR100-HA148,Ticketed,Economy/K,K,7/18/27 18:15:00,MNLHNL,18024,PR100,Ticketed,Economy/K,K,1,1,827$,752$,Individual,27,Female,109,Website
12/3/26,PH,PH,17874,Ticketed,U,U,Economy,MNLUSM,MNLBKK,MNLBKK,1/20/27,7,PR,PR730,1/20/27 13:00:00,15:00:00,Economy/U,1/20/27 13:00:00,MNLBKKUSM,17874,PR730-PG145,Ticketed,Economy/U,U,1/20/27 13:00:00,MNLBKK,17874,PR730,Ticketed,Economy/U,U,1,1,409$,371$,Individual,61,Male,110,Call Center
2/18/25,PH,PH,16481,Flown,Y,Y,Economy,CEBNRT,CEBNRT,CEBNRT,2/27/25,7,PR,PR434,2/27/25 13:45:00,16:45:00,Economy/Y,2/27/25 13:45:00,CEBNRT,16481,PR434,Flown,Economy/Y,Y,2/27/25 13:45:00,CEBNRT,16481,PR434,Flown,Economy/Y,Y,1,1,546$,470$,Individual,34,Female,111,Website
12/17/25,AU,AU,16879,Flown,B,B,Economy,SYDMNL,SYDMNL,SYDMNL,6/10/26,20,PR,PR212,6/10/26 01:45:00,08:00:00,Economy/B,6/10/26 01:45:00,SYDMNL,16879,PR212,Flown,Economy/B,B,6/10/26 01:45:00,SYDMNL,16879,PR212,Flown,Economy/B,B,1,1,895$,860$,Individual,37,Female,112,Website
3/10/27,PH,PH,18110,Ticketed,T,T,Economy,MNLHND,MNLHND,MNLHND,8/4/27,24,PR,PR422,8/4/27 08:00:00,10:00:00,Economy/T,8/4/27 08:00:00,MNLHND,18110,PR422,Ticketed,Economy/T,T,8/4/27 08:00:00,MNLHND,18110,PR422,Ticketed,Economy/T,T,1,1,212$,186$,Group,29,Male,113,Website
4/15/27,PH,PH,17792,Ticketed,T,T,Economy,CEBNRT,CEBNRT,CEBNRT,10/2/27,30,PR,PR434,10/2/27 10:00:00,14:30:00,Economy/T,10/2/27 10:00:00,CEBNRT,17792,PR434,Ticketed,Economy/T,T,10/2/27 10:00:00,CEBNRT,17792,PR434,Ticketed,Economy/T,T,1,1,225$,193$,Individual,31,Female,114,OTA
5/8/27,PH,PH,17461,Ticketed,B,B,Economy,MNLSUB,MNLCGK,MNLCGK,7/29/27,15,PR,PR535,7/29/27 10:45:00,13:00:00,Economy/B,7/29/27 10:45:00,MNLCGKSUB,17461,PR535-GA314,Ticketed,Economy/B,B,7/29/27 10:45:00,MNLCGK,17461,PR535,Ticketed,Economy/B,B,1,1,322$,299$,Individual,53,Male,115,Website
2/23/26,PH,PH,16836,Flown,Q,Q,Economy,CEBYYC,CEBYVR,MNLYVR,5/6/26,21,PR,PR116,5/6/26 15:15:00,5/7/26 05:30:00,Economy/Q,5/6/26 15:15:00,CEBMNLYVRYYC,16836,2P2812-PR116-WS124,Flown,Economy/Q,Q,5/6/26 15:15:00,CEBMNLYVR,16836,2P2812-PR116,Flown,Economy/Q,Q,0,1,1276$,1188$,Individual,40,Male,116,GDS
12/28/25,PH,PH,16554,Flown,E,E,Economy,CEBORD,CEBSFO,CEBMNL,5/3/26,8,2P,2P2812,5/3/26 18:00:00,5/4/26 05:30:00,Economy/E,5/3/26 18:00:00,CEBMNLSFOORD,16554,2P2812-PR104-AA1255,Flown,Economy/E,E,5/3/26 18:00:00,CEBMNLSFO,16554,2P2812-PR104,Flown,Economy/E,E,0,1,973$,899$,Group,53,Female,117,OTA
6/6/26,PH,PH,16608,Flown,B,B,Economy,MNLYVR,MNLYVR,MNLYVR,6/23/26,15,PR,PR116,6/23/26 18:45:00,6/24/26 07:45:00,Economy/B,6/23/26 18:45:00,MNLYVR,16608,PR116,Flown,Economy/B,B,6/23/26 18:45:00,MNLYVR,16608,PR116,Flown,Economy/B,B,1,1,1247$,1165$,Individual,30,Female,118,OTA
3/24/26,SG,SG,16649,Flown,K,K,Economy,SINMNL,SINMNL,SINMNL,4/29/26,29,PR,PR508,4/29/26 18:45:00,22:45:00,Economy/K,4/29/26 18:45:00,SINMNL,16649,PR508,Flown,Economy/K,K,4/29/26 18:45:00,SINMNL,16649,PR508,Flown,Economy/K,K,1,1,229$,220$,Individual,35,Male,119,Website
10/6/26,US,US,17960,Ticketed,Q,Q,Economy,BOSMNL,LAXMNL,LAXMNL,3/29/27,4,PR,PR103,3/29/27 20:30:00,3/30/27 13:15:00,Economy/Q,3/29/27 20:30:00,BOSLAXMNL,17960,PR103-B6887,Ticketed,Economy/Q,Q,3/29/27 20:30:00,LAXMNL,17960,PR103,Ticketed,Economy/Q,Q,1,1,926$,836$,Individual,49,Female,120,Website
6/25/27,PH,PH,17973,Ticketed,L,L,Economy,MNLCTS,MNLHND,MNLHND,11/28/27,2,PR,PR422,11/28/27 22:45:00,11/29/27 00:45:00,Economy/L,11/28/27 22:45:00,MNLHNDCTS,17973,PR422-NH51,Ticketed,Economy/L,L,11/28/27 22:45:00,MNLHND,17973,PR422,Ticketed,Economy/L,L,1,1,382$,355$,Individual,47,Female,121,Website
2/23/27,PH,PH,17370,Ticketed,X,X,Economy,CEBORD,CEBSFO,CEBMNL,7/16/27,23,2P,2P2812,7/16/27 10:15:00,7/17/27 02:15:00,Economy/X,7/16/27 10:15:00,CEBMNLSFOORD,17370,2P2812-PR104-AA1255,Ticketed,Economy/X,X,7/16/27 10:15:00,CEBMNLSFO,17370,2P2812-PR104,Ticketed,Economy/X,X,0,1,1264$,1098$,Group,26,Male,122,GDS
12/16/26,PH,PH,17434,Ticketed,D,D,Business,MNLGUM,MNLGUM,MNLGUM,1/2/27,26,PR,PR110,1/2/27 04:00:00,07:45:00,Business/D,1/2/27 04:00:00,MNLGUM,17434,PR110,Ticketed,Business/D,D,1/2/27 04:00:00,MNLGUM,17434,PR110,Ticketed,Business/D,D,1,1,841$,749$,Individual,49,Female,123,OTA
2/23/27,PH,PH,17371,Ticketed,X,X,Economy,CEBORD,CEBSFO,CEBMNL,7/16/27,23,2P,2P2812,7/16/27 10:15:00,7/17/27 02:15:00,Economy/X,7/16/27 10:15:00,CEBMNLSFOORD,17371,2P2812-PR104-AA1255,Ticketed,Economy/X,X,7/16/27 10:15:00,CEBMNLSFO,17371,2P2812-PR104,Ticketed,Economy/X,X,0,1,1264$,1098$,Group,46,Male,124,GDS
3/4/25,PH,PH,16628,Flown,W,W,Premium Economy,MNLPEN,MNLKUL,MNLKUL,4/1/25,17,PR,PR525,4/1/25 08:45:00,13:30:00,Premium Economy/W,4/1/25 08:45:00,MNLKULPEN,16628,PR525-MH1140,Flown,Premium Economy/W,W,4/1/25 08:45:00,MNLKUL,16628,PR525,Flown,Premium Economy/W,W,1,1,481$,440$,Individual,31,Female,125,Website
2/26/27,PH,PH,17358,Ticketed,W,W,Premium Economy,MNLPEN,MNLKUL,MNLKUL,4/15/27,28,PR,PR525,4/15/27 08:15:00,10:45:00,Premium Economy/W,4/15/27 08:15:00,MNLKULPEN,17358,PR525-MH1140,Ticketed,Premium Economy/W,W,4/15/27 08:15:00,MNLKUL,17358,PR525,Ticketed,Premium Economy/W,W,1,1,784$,744$,Individual,19,Male,126,Mobile App
3/15/26,PH,PH,17822,Unticketed,Q,Q,Economy,MNLMCO,MNLJFK,MNLJFK,8/23/26,28,PR,PR126,8/23/26 01:15:00,14:00:00,Economy/Q,8/23/26 01:15:00,MNLJFKMCO,17822,PR126-B6181,Unticketed,Economy/Q,Q,8/23/26 01:15:00,MNLJFK,17822,PR126,Unticketed,Economy/Q,Q,1,1,992$,875$,Individual,33,Male,127,Website
8/17/26,PH,PH,17947,Ticketed,S,S,Economy,MNLBKK,MNLBKK,MNLBKK,11/17/26,27,PR,PR730,11/17/26 18:45:00,22:45:00,Economy/S,11/17/26 18:45:00,MNLBKK,17947,PR730,Ticketed,Economy/S,S,11/17/26 18:45:00,MNLBKK,17947,PR730,Ticketed,Economy/S,S,1,1,522$,448$,Individual,38,Female,128,OTA
4/28/27,US,PH,17391,Ticketed,U,U,Economy,JFKMNL,JFKMNL,JFKMNL,8/2/27,26,PR,PR127,8/2/27 10:30:00,8/3/27 00:30:00,Economy/U,8/2/27 10:30:00,JFKMNL,17391,PR127,Ticketed,Economy/U,U,8/2/27 10:30:00,JFKMNL,17391,PR127,Ticketed,Economy/U,U,1,1,843$,796$,Individual,31,Male,129,OTA
6/23/27,PH,PH,17359,Ticketed,B,B,Economy,DVODFW,DVOLAX,DVOMNL,11/28/27,5,2P,2P2814,11/28/27 13:45:00,11/29/27 02:45:00,Economy/B,11/28/27 13:45:00,DVOMNLLAXDFW,17359,2P2814-PR102-AA2341,Ticketed,Economy/B,B,11/28/27 13:45:00,DVOMNLLAX,17359,2P2814-PR102,Ticketed,Economy/B,B,0,1,892$,845$,Individual,28,Male,130,Website
1/26/27,US,PH,17821,Ticketed,O,O,Economy,SFOMNL,SFOMNL,SFOMNL,2/2/27,24,PR,PR105,2/2/27 13:15:00,2/3/27 03:00:00,Economy/O,2/2/27 13:15:00,SFOMNL,17821,PR105,Ticketed,Economy/O,O,2/2/27 13:15:00,SFOMNL,17821,PR105,Ticketed,Economy/O,O,1,1,1229$,1105$,Group,30,Male,131,Ticket Office
4/9/27,PH,PH,17352,Ticketed,B,B,Economy,MNLYYC,MNLYVR,MNLYVR,7/30/27,15,PR,PR116,7/30/27 15:00:00,7/31/27 02:30:00,Economy/B,7/30/27 15:00:00,MNLYVRYYC,17352,PR116-WS124,Ticketed,Economy/B,B,7/30/27 15:00:00,MNLYVR,17352,PR116,Ticketed,Economy/B,B,1,1,1437$,1342$,Individual,47,Male,132,OTA
